title,link,content
"퀄리타스반도체, 11억 규모 반도체 IP 라이선스 계약",https://n.news.naver.com/mnews/article/018/0006117041,[이데일리 이용성 기자] 퀄리타스반도체(432720)는 11억원 규모의 반도체 설계자산 라이선스 계약을 체결했다고 16일 공시했다. 이는 최근 매출액 대비 18.53%에 해당한다. 계약기간은 2026년 9월 15일까지다. 판매지역은 중국이다. 계약상대방은 비밀유지 요청에 따라 공시가 유보된다.
코스피 3449.62 마감,https://n.news.naver.com/mnews/article/003/0013485817,"[서울=뉴시스] 김금보 기자 = 16일 오후 서울 여의도 KB 국민은행 스마트딜링룸에 지수가 표시되고 있다. 코스피는 전 거래일(3407.31)보다 42.31포인트(1.24%) 오른 3449.62에, 코스닥 지수는 전 거래일(852.69)보다 0.85포인트(0.10%) 하락한 851.84에 거래를 종료했다. 서울 외환시장에서 원·달러 환율은 전 거래일 주간거래 종가(1389.0원)보다 10.1원 내린 1378.9원에 주간 거래를 마감했다. 2025.09.16. kgb @ newsis.com"
코스피 3449.62 마감,https://n.news.naver.com/mnews/article/003/0013485816,"[서울=뉴시스] 김금보 기자 = 16일 오후 서울 여의도 KB 국민은행 스마트딜링룸에서 딜러들이 업무를 하고 있다. 코스피는 전 거래일(3407.31)보다 42.31포인트(1.24%) 오른 3449.62에, 코스닥 지수는 전 거래일(852.69)보다 0.85포인트(0.10%) 하락한 851.84에 거래를 종료했다. 서울 외환시장에서 원·달러 환율은 전 거래일 주간거래 종가(1389.0원)보다 10.1원 내린 1378.9원에 주간 거래를 마감했다. 2025.09.16. kgb @ newsis.com"
코스피 3449.62 마감,https://n.news.naver.com/mnews/article/003/0013485815,"[서울=뉴시스] 김금보 기자 = 16일 오후 서울 여의도 KB 국민은행 스마트딜링룸에서 딜러들이 업무를 하고 있다. 코스피는 전 거래일(3407.31)보다 42.31포인트(1.24%) 오른 3449.62에, 코스닥 지수는 전 거래일(852.69)보다 0.85포인트(0.10%) 하락한 851.84에 거래를 종료했다. 서울 외환시장에서 원·달러 환율은 전 거래일 주간거래 종가(1389.0원)보다 10.1원 내린 1378.9원에 주간 거래를 마감했다. 2025.09.16. kgb @ newsis.com"
코스피 3449.62 마감,https://n.news.naver.com/mnews/article/003/0013485814,"[서울=뉴시스] 김금보 기자 = 16일 오후 서울 여의도 KB 국민은행 스마트딜링룸에서 딜러들이 업무를 하고 있다. 코스피는 전 거래일(3407.31)보다 42.31포인트(1.24%) 오른 3449.62에, 코스닥 지수는 전 거래일(852.69)보다 0.85포인트(0.10%) 하락한 851.84에 거래를 종료했다. 서울 외환시장에서 원·달러 환율은 전 거래일 주간거래 종가(1389.0원)보다 10.1원 내린 1378.9원에 주간 거래를 마감했다. 2025.09.16. kgb @ newsis.com"
코스피 3449.62 마감,https://n.news.naver.com/mnews/article/003/0013485813,"[서울=뉴시스] 김금보 기자 = 16일 오후 서울 여의도 KB 국민은행 스마트딜링룸에서 딜러들이 업무를 하고 있다. 코스피는 전 거래일(3407.31)보다 42.31포인트(1.24%) 오른 3449.62에, 코스닥 지수는 전 거래일(852.69)보다 0.85포인트(0.10%) 하락한 851.84에 거래를 종료했다. 서울 외환시장에서 원·달러 환율은 전 거래일 주간거래 종가(1389.0원)보다 10.1원 내린 1378.9원에 주간 거래를 마감했다. 2025.09.16. kgb @ newsis.com"
분주한 딜링룸,https://n.news.naver.com/mnews/article/003/0013485812,"[서울=뉴시스] 김금보 기자 = 16일 오후 서울 여의도 KB 국민은행 스마트딜링룸에서 딜러들이 업무를 하고 있다. 코스피는 전 거래일(3407.31)보다 42.31포인트(1.24%) 오른 3449.62에, 코스닥 지수는 전 거래일(852.69)보다 0.85포인트(0.10%) 하락한 851.84에 거래를 종료했다. 서울 외환시장에서 원·달러 환율은 전 거래일 주간거래 종가(1389.0원)보다 10.1원 내린 1378.9원에 주간 거래를 마감했다. 2025.09.16. kgb @ newsis.com"
코스피 3449.62 마감,https://n.news.naver.com/mnews/article/003/0013485810,"[서울=뉴시스] 김금보 기자 = 16일 오후 서울 여의도 KB 국민은행 스마트딜링룸에 코스피가 표시되고 있다. 코스피는 전 거래일(3407.31)보다 42.31포인트(1.24%) 오른 3449.62에, 코스닥 지수는 전 거래일(852.69)보다 0.85포인트(0.10%) 하락한 851.84에 거래를 종료했다. 서울 외환시장에서 원·달러 환율은 전 거래일 주간거래 종가(1389.0원)보다 10.1원 내린 1378.9원에 주간 거래를 마감했다. 2025.09.16. kgb @ newsis.com"
코스피 3449.62 마감,https://n.news.naver.com/mnews/article/003/0013485804,"[서울=뉴시스] 김금보 기자 = 16일 오후 서울 여의도 KB 국민은행 스마트딜링룸에 코스피 종가가 표시되고 있다. 코스피는 전 거래일(3407.31)보다 42.31포인트(1.24%) 오른 3449.62에, 코스닥 지수는 전 거래일(852.69)보다 0.85포인트(0.10%) 하락한 851.84에 거래를 종료했다. 서울 외환시장에서 원·달러 환율은 전 거래일 주간거래 종가(1389.0원)보다 10.1원 내린 1378.9원에 주간 거래를 마감했다. 2025.09.16. kgb @ newsis.com"
코스피 3449.62 마감,https://n.news.naver.com/mnews/article/003/0013485803,"[서울=뉴시스] 김금보 기자 = 16일 오후 서울 여의도 KB 국민은행 스마트딜링룸에 코스피 종가가 표시되고 있다. 코스피는 전 거래일(3407.31)보다 42.31포인트(1.24%) 오른 3449.62에, 코스닥 지수는 전 거래일(852.69)보다 0.85포인트(0.10%) 하락한 851.84에 거래를 종료했다. 서울 외환시장에서 원·달러 환율은 전 거래일 주간거래 종가(1389.0원)보다 10.1원 내린 1378.9원에 주간 거래를 마감했다. 2025.09.16. kgb @ newsis.com"
